DATAFLOW,LAST UPDATE,freq,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2016,9.6,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2017,14.4,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2018,13.1,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2019,14.0,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2020,15.8,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2021,14.9,be
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2022,14.9,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,SK,2023,17.4,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2014,14.8,be
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2015,14.2,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2016,13.4,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2017,13.2,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2018,14.2,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2019,13.3,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2020,16.5,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2021,17.1,b
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2022,19.6,
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,TR,2023,20.5,
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,UK,2014,16.5,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,UK,2015,17.2,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,UK,2016,16.5,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,UK,2017,17.6,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,UK,2018,17.0,e
ESTAT:ISOC_SKS_ITSPS(1.0),24/04/24 23:00:00,A,PC,F,UK,2019,17.1,e
